Track Name,Artists,Genres,Duration (ms),Explicit,Popularity,Available Markets,Artist Country
Hold On,Wilson Phillips,adult contemporary,266866,False,67,184,US
"It Must Have Been Love - From the Film ""Pretty Woman""",Roxette,pop,259665,False,27,1,SE
Nothing Compares 2 U,Sinéad O'Connor,irish,280040,False,0,0,IE
Poison,Bell Biv DeVoe,new jack swing,261853,False,71,184,US
Vogue,Madonna,pop,317080,False,63,185,US
Vision of Love,Mariah Carey,christmas,209293,False,56,185,US
Another Day In Paradise,Phil Collins,soft rock,322173,False,0,0,GB
Hold On,En Vogue,new jack swing,304373,False,34,184,US
Cradle Of Love - Remastered,Billy Idol,rock,279720,False,0,0,GB
"Blaze Of Glory - From ""Young Guns II"" Soundtrack",Jon Bon Jovi,hard rock,335240,False,63,184,US
Do Me!,Bell Biv DeVoe,new jack swing,272533,False,22,184,US
How Am I Supposed to Live Without You,Michael Bolton,soft rock,254373,False,0,0,US
Pump Up The Jam,Technotronic,"hip house, dance, eurodance",217142,False,0,0,BE
Opposites Attract,Paula Abdul,dance-pop,265373,False,50,184,US
Escapade,Janet Jackson,new jack swing,283933,False,53,3,US
All I Wanna Do Is Make Love To You,Heart,"rock, classic rock, album rock",310893,False,68,184,US
Close To You,Maxi Priest,"lovers rock, reggae",330080,False,40,118,GB
Black Velvet,Alannah Myles,rock,289560,False,0,0,CA
Release Me,Wilson Phillips,adult contemporary,295693,False,51,184,US
Don't Know Much (with Aaron Neville),"Linda Ronstadt, Aaron Neville","country rock, mariachi",211973,False,37,184,"US, US"
All Around the World,Lisa Stansfield,dance-pop,261839,False,0,0,GB
I Wanna Be Rich,Calloway,new jack swing,309666,False,20,137,US
Rub You The Right Way - Radio Edit,Johnny Gill,"smooth r&b, new jack swing, quiet storm",249800,False,0,0,US
She Ain't Worth It,"Glenn Medeiros, Bobby Brown",new jack swing,218840,False,0,0,"US, US"
If Wishes Came True,Sweet Sensation,"freestyle, hi-nrg, chicago house, funk melody",315160,False,34,184,GB
The Power,SNAP!,eurodance,344306,False,0,0,DE
(Can't Live Without Your) Love And Affection - Remastered 2017,Nelson,"glam metal, arena rock, album rock, glam rock",236435,False,49,184,US
Love Will Lead You Back,Taylor Dayne,dance-pop,278533,False,40,143,US
Don't Wanna Fall in Love,Jane Child,new jack swing,247840,False,52,184,Unknown
Two To Make It Right,Seduction,freestyle,282266,False,40,184,US
Sending All My Love,Linear,"freestyle, miami bass, funk melody",234066,False,56,184,US
Unskinny Bop,Poison,"glam metal, glam rock",229160,False,45,184,US
Step by Step,New Kids On The Block,pop,267293,False,59,185,US
Dangerous,Roxette,pop,229920,False,9,2,SE
